review_id,review_text,true_sentiment,predicted_sentiment,confidence,aspects,num_aspects,battery_sentiment,battery_confidence,performance_sentiment,performance_confidence,design_sentiment,design_confidence,audio_sentiment,audio_confidence,durability_sentiment,durability_confidence,camera_sentiment,camera_confidence,screen_sentiment,screen_confidence,price_sentiment,price_confidence,signal_sentiment,signal_confidence,storage_sentiment,storage_confidence
2660,a lovely phone at a very affordable price. probably the best looking phone i have ever seen. works really well so far. i am loving it.,Positive,Positive,0.9990133047103882,"['performance', 'price']",2,,,Positive,0.9975097179412842,,,,,,,,,,,Positive,0.9986177682876587,,,,
2661,five stars best flip phone out there,Positive,Positive,0.9983254075050354,[],0,,,,,,,,,,,,,,,,,,,,
2662,cute cellphone the screen is beautiful,Positive,Positive,0.9976636171340942,"['screen', 'design']",2,,,,,Positive,0.9976636171340942,,,,,,,Positive,0.9976636171340942,,,,,,
2663,"i loved my nokia lumia 822 for about 10 months. it started giving me trouble charging. i would have to wiggle the charging plug in the phone until it would start to charge, then be very careful not to",Negative,Negative,0.9542676210403442,"['battery', 'screen']",2,Negative,0.9013592600822449,,,,,,,,,,,Neutral,0.3959267735481262,,,,,,
2664,phone is not working its defective piece,Negative,Negative,0.9965940117835999,[],0,,,,,,,,,,,,,,,,,,,,
2665,look exactly like pic. it worth the price.,Positive,Positive,0.9957886338233948,"['camera', 'design', 'price']",3,,,,,Positive,0.9976704716682434,,,,,Positive,0.9976704716682434,,,Positive,0.9551016092300415,,,,
2666,screen will not turn on. have not been able to use the phone at all. one of the screws on the bottom of the phone appears to have a different thread pattern as well.,Negative,Negative,0.9936249256134033,['screen'],1,,,,,,,,,,,,,Negative,0.9898619651794434,,,,,,
2667,i upgraded from a xiaomi note 4 to a note 7. these phones are amazing and are definitely worth the price.,Positive,Positive,0.9983118772506714,['price'],1,,,,,,,,,,,,,,,Positive,0.9979117512702942,,,,
2668,"i like how well this company stands behind their products. unfortunately, i am a first time smart phone user so by the time i figured out that the battery life was bad, it was too late to return it.",Positive,Positive,0.8680859804153442,['battery'],1,Negative,0.7718872427940369,,,,,,,,,,,,,,,,,,
2669,never buy this item they suck do we turn this phone it overheated and the battery was draining so fast not with the money,Negative,Negative,0.9965581297874451,"['battery', 'performance', 'price']",3,Negative,0.9965581297874451,Negative,0.9965581297874451,,,,,,,,,,,Negative,0.9965581297874451,,,,
2670,"absolute mistake buying this phone. after the amazon return window, an oreo update ruined the touchscreen. part of the keyboard is unusable and now anytime i open anything i have to completely restart",Negative,Negative,0.9970476031303406,"['screen', 'performance']",2,,,Negative,0.9780226945877075,,,,,,,,,Negative,0.9869950413703918,,,,,,
2671,"my third motorola.. the g series may not have all the bells and whistles, but are all around solid phones at a decent price. note:. this model does not have a radio for use on the sprint network. this",Positive,Neutral,0.6326450109481812,"['battery', 'price', 'audio', 'durability', 'signal']",5,Negative,0.633522093296051,,,,,Positive,0.5533810257911682,Neutral,0.9955850839614868,,,,,Neutral,0.9955850839614868,Neutral,0.6320944428443909,,
2672,"how can we upload all the data from old phone to this phone and get hooked up with straight talk? please help, or i will have to return",Negative,Negative,0.835211992263794,['signal'],1,,,,,,,,,,,,,,,,,Positive,0.8493531346321106,,
2673,ese lente produto,Positive,Positive,0.9978686571121216,[],0,,,,,,,,,,,,,,,,,,,,
2674,unbelievable price and the verizon network is awesome.,Positive,Positive,0.9985263347625732,"['price', 'signal']",2,,,,,,,,,,,,,,,Positive,0.9983680844306946,Positive,0.9983680844306946,,
2675,bad phone cut out all time. dropped call - sent back would never buy again i cannot believe they charge me over 36.00 for restocking on a phone that did not work right,Negative,Negative,0.9965482354164124,"['battery', 'performance', 'durability']",3,Negative,0.9949030876159668,Negative,0.9822593927383423,,,,,Negative,0.9949030876159668,,,,,,,,,,
2676,this phone is garbage a month after i got the phone the phone stop working the key board does not come up for u to use the phone,Negative,Negative,0.9954481720924377,[],0,,,,,,,,,,,,,,,,,,,,
2677,the phone is a good phone but the 720p resolution is going to rub you the wrong way at first but hopefully i get used to it,Positive,Positive,0.8605787754058838,['screen'],1,,,,,,,,,,,,,Positive,0.8605787754058838,,,,,,
2678,"using phone for a month in extreme conditions, dropped on concrete once with bumper, no problems. software runs smooth and very intuitive.",Positive,Positive,0.9976048469543457,"['performance', 'durability']",2,,,Positive,0.997597873210907,,,,,Negative,0.7523652911186218,,,,,,,,,,
2679,"it does what i need it to do. it has expandable memory, fast enough processing to do multiple tasks, short cut (motorola) for things i use the most flashlight and camera. it is replacing a 5g plus, so",Positive,Positive,0.9799588918685913,"['camera', 'performance', 'signal', 'storage']",4,,,Positive,0.9927414655685425,,,,,,,Positive,0.9927414655685425,,,,,Positive,0.9114465713500977,Positive,0.9927414655685425
2680,"bought this phone for use on at&t. works without issue. fingerprint reader is quick, face recognition works well - even in low light settings. phone has handled everything i have thrown at it. is it a",Positive,Positive,0.9974103569984436,"['screen', 'camera', 'performance', 'design', 'audio', 'durability', 'signal', 'storage']",8,,,Positive,0.9864685535430908,Positive,0.9842669367790222,Negative,0.8723573088645935,Negative,0.9667227268218994,Positive,0.9958915710449219,Negative,0.8399502038955688,,,Positive,0.9877859354019165,Negative,0.8723573088645935
2681,"update to my review as of sept. 6, 2019 - the phone worked for about a month. i then was not able to make/receive any calls or send/received text messages. i returned the phone back for a full refund.",Positive,Negative,0.9900981783866882,"['battery', 'camera', 'performance', 'design', 'price', 'signal', 'storage']",7,Negative,0.9005709886550903,Negative,0.9957921504974365,Negative,0.9961450099945068,,,,,Neutral,0.4700743854045868,,,Negative,0.8185446262359619,Negative,0.9960575103759766,Negative,0.9417235851287842
2682,"this phone was a total waste of money for my case, it wasn’t advertised that it only supports very few languages. even software updates or language packages are not available on their website. custome",Negative,Negative,0.9961466789245605,"['price', 'durability', 'signal']",3,,,,,,,,,Negative,0.9958872199058533,,,,,Negative,0.9958872199058533,Positive,0.44852548837661743,,
2683,excellent. works in venezuela very good.,Positive,Positive,0.998742401599884,['performance'],1,,,Positive,0.9977838397026062,,,,,,,,,,,,,,,,
2684,so i was about to buy the pixel 4 but the specs on this phone match and the battery is actually bigger. i am apparently one of the few people who still prefer a smaller phone so i did not want the s10,Positive,Positive,0.9941241145133972,"['battery', 'screen', 'design', 'price']",4,Positive,0.9578874111175537,,,Positive,0.9956541061401367,,,,,,,Positive,0.9578874111175537,Positive,0.9971201419830322,,,,
2685,phone didn’t have a great battery. had several glitches with this phone,Neutral,Negative,0.9259825944900513,['battery'],1,Negative,0.6211804747581482,,,,,,,,,,,,,,,,,,
2686,beautiful phone original but not international version. it does not has portugues,Negative,Neutral,0.6552666425704956,['design'],1,,,,,Positive,0.7199466824531555,,,,,,,,,,,,,,
2687,its not worth $300...its a china phone and not fr at&t,Negative,Negative,0.992361307144165,['price'],1,,,,,,,,,,,,,,,Negative,0.9884436726570129,,,,
2688,buen aparato hasta ahora,Positive,Positive,0.9941250085830688,[],0,,,,,,,,,,,,,,,,,,,,
2689,worked great but now we cannot use it due to verizon & cell co. regulations,Positive,Neutral,0.4818328022956848,[],0,,,,,,,,,,,,,,,,,,,,
2690,very happy with this phone. it does everything i need it to.,Positive,Positive,0.9982883334159851,[],0,,,,,,,,,,,,,,,,,,,,
2691,this arrived in like new condition and it works great. great value.,Positive,Positive,0.9989079236984253,"['performance', 'price']",2,,,Positive,0.9986292123794556,,,,,,,,,,,Positive,0.99769127368927,,,,
2692,the features compared with its cost!,Positive,Positive,0.9668819904327393,['price'],1,,,,,,,,,,,,,,,Positive,0.9431794881820679,,,,
2693,this was definitely worth the cost. i would recommend!,Positive,Positive,0.998013973236084,['price'],1,,,,,,,,,,,,,,,Positive,0.9950841069221497,,,,
2694,loved the phone but the back of it was off of it. it is not apost to come off. had to send back.,Negative,Neutral,0.687973141670227,[],0,,,,,,,,,,,,,,,,,,,,
2695,i am in love with this phone and it works great! was really crushed about note 7 but this note 5 works great and have not had a day of trouble with it other than being on the crappy sprint network . g,Positive,Positive,0.9987543821334839,"['battery', 'performance', 'signal']",3,Negative,0.9961129426956177,Negative,0.9985049962997437,,,,,,,,,,,,,Negative,0.9829406142234802,,
2696,"i am in love with this phone, for me it would be the perfect phone if it had the fhd+ display, however, the screen looks really good for me. the screen fingerprint reader works faster with every use. ",Positive,Positive,0.9964869022369385,"['screen', 'performance', 'design', 'price']",4,,,Positive,0.993391752243042,Positive,0.9899184107780457,,,,,,,Positive,0.9905049204826355,Negative,0.993160605430603,,,,
2697,device is still under contract by previous owner,Negative,Negative,0.9752258658409119,[],0,,,,,,,,,,,,,,,,,,,,
2698,actually i bought this phone from best buy with preorder. i received it on release date but i will not use it because its glass back is so slippery. so i waited until i get a case from amazon. i chose,Positive,Negative,0.4695594310760498,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'audio', 'durability', 'signal', 'storage']",10,Negative,0.7469979524612427,Negative,0.8330514430999756,Positive,0.9867587685585022,Negative,0.9349675178527832,Negative,0.6365218162536621,Negative,0.9324114918708801,Negative,0.699072003364563,Positive,0.9926493763923645,Neutral,0.4810752868652344,Neutral,0.6837632060050964
2699,i received my iphone 6s on time. i was replacing an iphone 5 and i went through the process of transferring everything from old phone to new phone. after a few minor growing pains related to different,Positive,Positive,0.9933390021324158,"['screen', 'performance']",2,,,Positive,0.9969269633293152,,,,,,,,,Neutral,0.5571017265319824,,,,,,
2700,"good phone, good price (less than $200.) compared to everything else out there. i will never spend $600 to $1000. for a phone. this phone works great for me, good screen, pictures, voice quality, text",Positive,Positive,0.9943428039550781,"['screen', 'camera', 'performance', 'price', 'audio', 'durability']",6,,,Positive,0.9967370629310608,,,Positive,0.9967370629310608,Positive,0.9967370629310608,Positive,0.9967370629310608,Positive,0.9967370629310608,Negative,0.9916205406188965,,,,
2701,due to the smooth texture of the phone i recommend purchasing a phone case with this phone. before i did not have this phone in a case and it fell several times on hard surfaces and did not shatter. n,Positive,Positive,0.996180534362793,"['battery', 'performance', 'durability']",3,Positive,0.9981860518455505,Positive,0.98521888256073,,,,,Positive,0.9948720335960388,,,,,,,,,,
2702,the top half of my screen is not working with out the pin. i cannot even send it back have to have a phone for my job. so unhappy,Negative,Negative,0.9868107438087463,['screen'],1,,,,,,,,,,,,,Negative,0.9311226606369019,,,,,,
2703,i love my new phone it is very slim and sexy,Positive,Positive,0.9978047013282776,['design'],1,,,,,Positive,0.9978047013282776,,,,,,,,,,,,,,
2704,use it daily.. great charger.. case makes it difficult to charge positioning is everything but works on all our phones,Positive,Positive,0.9961397051811218,"['battery', 'performance', 'durability']",3,Positive,0.9896871447563171,Positive,0.6837033629417419,,,,,Positive,0.6837033629417419,,,,,,,,,,
2705,"i had an samsung s7 previously, which got stolen a year ago, and was looking for a replacement without spending a fortune. device comes with some issues, screenshot stopped working after a few months,",Neutral,Negative,0.9906467199325562,"['camera', 'performance', 'design', 'signal']",4,,,Negative,0.5054154396057129,Negative,0.5054154396057129,,,,,Negative,0.5054154396057129,,,,,Negative,0.5054154396057129,,
2706,"had the phone a couple of months. screen size is great! i held it side by side to the note 8, and the sony was a tad bit larger. the only thing i am really disappointed with is that it does not work w",Positive,Positive,0.9918579459190369,"['screen', 'camera', 'performance', 'price', 'audio']",5,,,Negative,0.9652413725852966,,,Positive,0.9763604998588562,,,Positive,0.9976897239685059,Positive,0.9952298402786255,Positive,0.9964809417724609,,,,
2707,"i never thought i could get out of the apple ecosystem. i would been an avid iphone user since the 3gs. the oneplus 5t first caught my interest, however my ties to the verizon network prevented me fro",Positive,Positive,0.9971622824668884,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'audio', 'durability', 'signal']",9,Positive,0.9965243935585022,Positive,0.9764205813407898,Negative,0.9980282187461853,Negative,0.9921028017997742,Negative,0.9956592321395874,Negative,0.9961252808570862,Negative,0.994411289691925,Negative,0.6504296064376831,Neutral,0.49118247628211975,,
2708,"requiring a proprietary connection / cable, non-usb, in 2019 is just nuts. there is no excuse for it, as it just adds a bit of complication to my life with no benefit whatsoever. i like using the phon",Negative,Negative,0.9504469037055969,['signal'],1,,,,,,,,,,,,,,,,,Negative,0.9071575999259949,,
2709,much better than expected.,Positive,Positive,0.998781144618988,[],0,,,,,,,,,,,,,,,,,,,,
2710,still learing but fine so far.,Positive,Neutral,0.5194937586784363,[],0,,,,,,,,,,,,,,,,,,,,
2711,en un estado fisixo2 pésimo lo retorne de inmediato,Negative,Positive,0.5799621343612671,[],0,,,,,,,,,,,,,,,,,,,,
2712,"i have had android and iphone before. there are pro/con's for both but i like android better. that being said, this phone perfectly exemplifies what android is supposed to be. design: i miss the headp",Positive,Positive,0.9969182014465332,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'audio', 'durability', 'signal']",9,Positive,0.9270052909851074,Positive,0.9984978437423706,Positive,0.9917150139808655,Positive,0.9702098369598389,Positive,0.9848565459251404,Positive,0.9873724579811096,Positive,0.9976269602775574,Positive,0.9890095591545105,Positive,0.9820839762687683,,
2713,"i bought this phone for my mother, first, she used to use ios for more than10 years, so this was a test and also a big move for her. the daily task for her is simple she does not play games, she does ",Positive,Positive,0.9968346953392029,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'audio', 'storage']",8,Negative,0.9954854846000671,Negative,0.9725273847579956,Negative,0.998422384262085,Positive,0.5129382014274597,,,Negative,0.9945639371871948,Negative,0.9843838214874268,Negative,0.9954854846000671,,,Negative,0.998422384262085
2714,it was a good porsche i just needed a bigger phone.,Positive,Positive,0.963853657245636,[],0,,,,,,,,,,,,,,,,,,,,
2715,"very disappointed, i bought the phone as a gift for my mother, she used it once, put it on her purse, and when she took it again the screen was not working, it started with a blue point in the middle ",Negative,Negative,0.9962903261184692,"['screen', 'design']",2,,,,,Negative,0.5147131085395813,,,,,,,Negative,0.9962375164031982,,,,,,
2716,amazon viewers. realize this. the f/ds is the international model version. i had one and it worked fine except here in the us your wi-fi calling & 4g lte will not function. this model also uses the ex,Neutral,Neutral,0.4922790825366974,['signal'],1,,,,,,,,,,,,,,,,,Negative,0.7870818972587585,,
2717,this phone definitely has met expectations. i love this phone.,Positive,Positive,0.9987591505050659,[],0,,,,,,,,,,,,,,,,,,,,
2718,"love the large screen! apple goofed when they eliminated the separate jack for head phones forcing you to choose, charge or listen. button is highly sensitive and often unlocks when i just want to che",Positive,Positive,0.9926062822341919,"['battery', 'screen', 'performance', 'design', 'audio']",5,Negative,0.6727173328399658,Positive,0.9678029417991638,Positive,0.9678029417991638,Negative,0.6727173328399658,,,,,Positive,0.9957591891288757,,,,,,
2719,phone was malfunctioning from beginning purecell. would not respond to contacts nor would samsung honor the warranty. supposably we purchased a new phone yet samsung said the warranty was no good and ,Negative,Negative,0.9959781169891357,['price'],1,,,,,,,,,,,,,,,Negative,0.9961891770362854,,,,
2720,this phone is garbage the touch screen is not working false advertisement sent back the phone the next day cannot use it at all.... i would not recommend this company to anyone ever!!,Negative,Negative,0.9969956874847412,"['battery', 'screen']",2,Negative,0.9957993626594543,,,,,,,,,,,Negative,0.9957993626594543,,,,,,
2721,"the 2 sim cards do not work well together. one is not recognized well, and calls only work if the phone is using that plan's cell network for data, whereas the other one has no issues either way. moto",Neutral,Negative,0.8774595260620117,"['performance', 'signal']",2,,,Negative,0.6044697761535645,,,,,,,,,,,,,Negative,0.7031144499778748,,
2722,"this phone is the cadillac of all the notes. i really thought they could not improve on the notes but they have. i could not be more pleased. i have had my phone for close to a year now, i have not re",Positive,Positive,0.9986153841018677,['battery'],1,Positive,0.9983466863632202,,,,,,,,,,,,,,,,,,
2723,it was in very good condition as the title said. works well.,Positive,Positive,0.9971404075622559,['performance'],1,,,Positive,0.9951874017715454,,,,,,,,,,,,,,,,
2724,not compatible with verizon,Neutral,Negative,0.9869282841682434,[],0,,,,,,,,,,,,,,,,,,,,
2725,doesn’t take clear pictures,Positive,Negative,0.8149728178977966,"['screen', 'camera', 'audio']",3,,,,,,,Negative,0.8149728178977966,,,Negative,0.8149728178977966,Negative,0.8149728178977966,,,,,,
2726,no camera.. no ability to keep speaker phone on when the phone is closed.,Negative,Negative,0.9862414598464966,"['camera', 'audio']",2,,,,,,,Negative,0.9326439499855042,,,Negative,0.97929447889328,,,,,,,,
2727,works like a champ,Positive,Positive,0.9984143972396851,['performance'],1,,,Positive,0.9984143972396851,,,,,,,,,,,,,,,,
2728,"nice phone works great, however; i didnt know that by purchasing this phone that i would get caught up in a two year contract by the carrier. i have order a phone before and this never happen maybe it",Positive,Neutral,0.7619400024414062,"['performance', 'signal']",2,,,Neutral,0.7104912996292114,,,,,,,,,,,,,Neutral,0.5115416049957275,,
2729,is great everything worked,Positive,Positive,0.9979585409164429,[],0,,,,,,,,,,,,,,,,,,,,
2730,the phone is very impressive with the build and quality. i will be looking further into xiaomi and their products!,Positive,Positive,0.9953036308288574,"['camera', 'durability']",2,,,,,,,,,Positive,0.9974939823150635,Positive,0.9974939823150635,,,,,,,,
2731,awesome phone for a great price!,Positive,Positive,0.9985318183898926,['price'],1,,,,,,,,,,,,,,,Positive,0.9984923601150513,,,,
2732,good deal in such a low price. believe me guys it is as same as a brand new phone. edge lighting makes it look so sexy.,Positive,Positive,0.9952422380447388,"['design', 'price']",2,,,,,Positive,0.9951181411743164,,,,,,,,,Positive,0.99136883020401,,,,
2733,bought this phone for my father to replace his convoy 1. you can make the font huge in the menus but the texting font is unreadable. it is tough for me and i am 30. such a shame i have to return it ov,Negative,Negative,0.8819145560264587,"['screen', 'durability']",2,,,,,,,,,Positive,0.8056638836860657,,,Negative,0.9687694907188416,,,,,,
2734,"this phone came in very poor condition! serious scratches on the screen and aluminum back. on top of that, the package was late and the phone was on in the package.",Negative,Negative,0.9960570335388184,['screen'],1,,,,,,,,,,,,,Negative,0.9666889905929565,,,,,,
2735,"i am a seasoned pixel user, so i knew exactly what to expect. however, i did not expect to get a brand new phone, instead of a refurbished one. very pleased with this. the phone came in a brand new, s",Positive,Positive,0.9951663017272949,['screen'],1,,,,,,,,,,,,,Positive,0.9981052875518799,,,,,,
2736,love this note..never had one... will continue to stay with this,Positive,Positive,0.9977485537528992,[],0,,,,,,,,,,,,,,,,,,,,
2737,"absolutely love this phone, it is perfect. do not listen to all the bad reviews on here. just make sure your carrier is compatible, and you are good. i have metro, so i had to go to the store. they ch",Positive,Positive,0.9977460503578186,"['battery', 'camera', 'price', 'audio', 'durability', 'signal', 'storage']",7,Positive,0.9976726174354553,,,,,Negative,0.994053065776825,Positive,0.9982989430427551,Positive,0.9982989430427551,,,Positive,0.9686606526374817,Positive,0.9923487901687622,Neutral,0.4785043001174927
2738,"could not make it passed initialization process out of the box before it started to slow down, stop the process, and need to restart. phone completely unusable. extremely aggravating. using at&t mobil",Negative,Negative,0.9961286783218384,['performance'],1,,,Negative,0.9832073450088501,,,,,,,,,,,,,,,,
2739,"no problem! does what it is supposed to do, without any complaint.",Positive,Positive,0.9989252686500549,[],0,,,,,,,,,,,,,,,,,,,,
2740,"i was a little afraid that it does not come. but it comes today, with any scratches and totally fine. i have been using it for some hours now and is fast and smooth.",Positive,Positive,0.9988635778427124,"['battery', 'performance']",2,Positive,0.9969558715820312,Positive,0.9969558715820312,,,,,,,,,,,,,,,,
2741,"loved this phone, had it for about a year and it was great, definetely changed me over from apple to android. only reason i got rid of it was for trade in for the pixel 3a. still to this date pixels l",Positive,Positive,0.9984605312347412,"['screen', 'camera', 'performance', 'price', 'durability']",5,,,Positive,0.9950252175331116,,,,,Positive,0.9950252175331116,Positive,0.9950252175331116,Positive,0.9678437113761902,Positive,0.9950252175331116,,,,
2742,great phone...love it!!!!!,Positive,Positive,0.9975579977035522,[],0,,,,,,,,,,,,,,,,,,,,
2743,bought as a gift for my dad. great phone and easy to use. received in great condition!,Positive,Positive,0.9989027976989746,[],0,,,,,,,,,,,,,,,,,,,,
2744,so far iam enjoying my phone 😁 great quality for pics and pretty easy to learn settings 👍 love it so much my hubby ordered same phone and priced reasonable under 300,Positive,Positive,0.9984475374221802,"['camera', 'design', 'price', 'durability']",4,,,,,Positive,0.9984475374221802,,,Positive,0.9984475374221802,Positive,0.9984475374221802,,,Positive,0.9984475374221802,,,,
2745,it is ok. however original moto x is way better simply because its size. same phone...2nd generation is just too big.,Neutral,Neutral,0.8728352189064026,['screen'],1,,,,,,,,,,,,,Positive,0.9600461721420288,,,,,,
2746,it is great,Positive,Positive,0.9961138963699341,[],0,,,,,,,,,,,,,,,,,,,,
2747,great durable flip phone.,Positive,Positive,0.9976077079772949,['durability'],1,,,,,,,,,Positive,0.9978349804878235,,,,,,,,,,
2748,pésimo estaba dañado la tarjeta base,Negative,Negative,0.9784725904464722,[],0,,,,,,,,,,,,,,,,,,,,
2749,my microphone for videos does not work. not all phone calls or text messages are received or sent.,Negative,Negative,0.8338302373886108,"['performance', 'signal']",2,,,Negative,0.8480838537216187,,,,,,,,,,,,,Negative,0.646858274936676,,
2750,"item listed as : some minor markings from normal use, such as light scratching or scuffs. there is no damage. no cracks, chips, or deep scratches on the screen. however, this item has tons of deeps sc",Negative,Negative,0.8834468722343445,"['screen', 'design', 'durability']",3,,,,,Positive,0.8282826542854309,,,Negative,0.9562340378761292,,,Negative,0.9596440196037292,,,,,,
2751,not worth the money rather get my grandmother's phone and use that than this one,Negative,Negative,0.962801456451416,['price'],1,,,,,,,,,,,,,,,Negative,0.962801456451416,,,,
2752,works great...i have straight talk/at&t,Positive,Positive,0.9964126944541931,['performance'],1,,,Positive,0.997650682926178,,,,,,,,,,,,,,,,
2753,"the phone suddenly died, it was working perfectly no warnings nothing. it was 3 month passed warranty which is 1 year. they refused to replace it. took it to the authorized repair shop they sais all c",Negative,Negative,0.9952032566070557,"['battery', 'price']",2,Negative,0.9918829202651978,,,,,,,,,,,,,Negative,0.975680947303772,,,,
2754,great phone! works perfectly for our service techs!,Positive,Positive,0.9982836246490479,"['performance', 'signal']",2,,,Positive,0.9970281720161438,,,,,,,,,,,,,Positive,0.9970281720161438,,
2755,came brand new . no problems . awesome phone .,Positive,Positive,0.9989402890205383,[],0,,,,,,,,,,,,,,,,,,,,
2756,it was good,Positive,Positive,0.9893785119056702,[],0,,,,,,,,,,,,,,,,,,,,
2757,"i cannot make a decent call with this phone. i have never had network issues with cheaper phones. with this i do. when on a call it randomly ends with ""call lost"" and to get reconnected is a problem. ",Negative,Negative,0.9945529103279114,"['price', 'signal']",2,,,,,,,,,,,,,,,Negative,0.5264233946800232,Positive,0.830855667591095,,
2758,"i have always had sumsung galaxy phones. this is a good phone with good processing power, great cameras, and love the return of the sd card. and i bought mine as the s9 was launching so bought at 1/3 ",Positive,Positive,0.9977318644523621,"['battery', 'price', 'storage']",3,Positive,0.8620536923408508,,,,,,,,,,,,,Positive,0.9894654750823975,,,Positive,0.8620536923408508
2759,"first i got a lumia 920, then a bought this one, the lumia 928, but its a little bit slower than the 920, i think its like a older processor. there is no cover like the picture. but is a great phone.",Negative,Positive,0.9723821878433228,"['camera', 'performance']",2,,,Positive,0.909213662147522,,,,,,,Negative,0.5110554695129395,,,,,,,,
2760,"wow, this phone was a huge disappointment. there are so many flaws with this phone, so i will break my review down into several areas. large screen i initially bought this because i wanted to have a p",Negative,Neutral,0.7102031111717224,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'audio', 'durability', 'signal']",9,Negative,0.9877222776412964,Negative,0.5181049704551697,Negative,0.9893760681152344,Negative,0.5373555421829224,Negative,0.7627291679382324,Negative,0.4610899090766907,Negative,0.8851267099380493,Positive,0.8540844321250916,Negative,0.8485367298126221,,
2761,everything worked except making phone calls. for evey reset i would get one call and then could not be heard even when it passes all audio tests. customer service is absolutely horrible for sony phone,Negative,Negative,0.9922494888305664,"['price', 'audio', 'durability', 'signal']",4,,,,,,,Negative,0.9324414730072021,Negative,0.9662498235702515,,,,,Negative,0.924576461315155,Negative,0.977978527545929,,
2762,"large screen, has everything the newer phones have, has what i needed, i am a samsung fan",Positive,Positive,0.9982200264930725,['screen'],1,,,,,,,,,,,,,Positive,0.9982200264930725,,,,,,
2763,this phone works like a dream..,Positive,Positive,0.9986913800239563,['performance'],1,,,Positive,0.9987490177154541,,,,,,,,,,,,,,,,
2764,the phone arrived three day early. this phone is beautiful and flawless. battery life is more than i expected. phone works perfectly. i had to contact customer service through email and they responded,Positive,Positive,0.9985950589179993,"['battery', 'performance', 'design', 'signal']",4,Positive,0.9981687068939209,Positive,0.9982054233551025,Positive,0.9987640380859375,,,,,,,,,,,Positive,0.9751343727111816,,
2765,"great buy! phones works great. seems brand new. no marks, everything perfect. i am using it with cricket wireless. works awesome!!!",Positive,Positive,0.9990973472595215,"['performance', 'audio']",2,,,Positive,0.9978099465370178,,,Positive,0.9899773597717285,,,,,,,,,,,,
2766,battery life is bad and it just does not function like it should,Negative,Negative,0.9931045174598694,['battery'],1,Negative,0.9931045174598694,,,,,,,,,,,,,,,,,,
2767,it is just as good as i thought. i love it 😍😍everyone keeps asking me for it.,Positive,Positive,0.9976344108581543,[],0,,,,,,,,,,,,,,,,,,,,
2768,exelente telefon. lo mejor por el precio que pague,Positive,Positive,0.9982905983924866,[],0,,,,,,,,,,,,,,,,,,,,
2769,uso diario como celular particular,Positive,Positive,0.9921781420707703,[],0,,,,,,,,,,,,,,,,,,,,
2770,muy buena cámara excelente tamaño funciona perfecto,Positive,Positive,0.9988815188407898,[],0,,,,,,,,,,,,,,,,,,,,
2771,i love my phone :),Positive,Positive,0.9973209500312805,[],0,,,,,,,,,,,,,,,,,,,,
2772,great phone! just popped in the sim from my wife's broken iphone 6 and was good to go. my s5 card didnt fit but it came with a sim card that i activated easily on at&t's website. phones arrived earlie,Positive,Positive,0.9981256127357483,['durability'],1,,,,,,,,,Negative,0.995469331741333,,,,,,,,,,
2773,i love the brand and the phone but this refurbished one came with a poor battery. vendor gave me a chance to either return it or get a discount and i chose discount of i think 20 dollars. i really sho,Neutral,Negative,0.6848289370536804,"['battery', 'price', 'durability']",3,Negative,0.8319239020347595,,,,,,,Negative,0.9798021912574768,,,,,Negative,0.6743794083595276,,,,
2774,this listing looks suspect. there are inconsistencies in the title and description.,Negative,Neutral,0.5140821933746338,['design'],1,,,,,Negative,0.9930248260498047,,,,,,,,,,,,,,
2775,buien telefono por el precio,Positive,Positive,0.9955052137374878,[],0,,,,,,,,,,,,,,,,,,,,
2776,exactly as described. unlocked . worked immediately in excellent condition. battery is in prime condition. i believe the people that are reading negative reviews are using iphones that they received f,Positive,Positive,0.9915999174118042,"['battery', 'screen', 'performance']",3,Positive,0.9893255233764648,Negative,0.9546610713005066,,,,,,,,,Negative,0.9546610713005066,,,,,,
2777,"everthing is fine but taking video as it stops taking video after 1 second. i have no ideas about that. and, the slow response to the square button(right bottom) is quite annoying.",Neutral,Neutral,0.8700211048126221,"['camera', 'performance']",2,,,Neutral,0.7039693593978882,,,,,,,Neutral,0.7773392796516418,,,,,,,,
2778,had issues from the jump,Negative,Negative,0.8854126930236816,[],0,,,,,,,,,,,,,,,,,,,,
2779,"the phone looks and works like brand new. also, arrived with all new accessories (headphones, charging cable and plug, even pin to open sim card slot ). battery life is amazing, easy activation with v",Positive,Positive,0.9981964230537415,"['battery', 'screen', 'performance', 'design', 'price', 'durability', 'storage']",7,Positive,0.9986907839775085,Positive,0.9987010955810547,Positive,0.9987010955810547,,,Positive,0.8205244541168213,,,Positive,0.7436229586601257,Negative,0.995624840259552,,,Positive,0.9470363855361938
2780,this phone is dead after 6 months.,Negative,Negative,0.9958229064941406,['battery'],1,Negative,0.9948903322219849,,,,,,,,,,,,,,,,,,
2781,"phone is buggy and glitchy, it constantly freezes, and acts funny, gps spins, all kinds of stuff, definitely not new",Negative,Negative,0.9969154596328735,"['performance', 'signal']",2,,,Negative,0.9969154596328735,,,,,,,,,,,,,Negative,0.9969154596328735,,
